token_ID,filename,category,word,POS,rel
6266,brilliant_female,he,men,grew,VERB,nsubj
6271,brilliant_female,family,other,loving,ADJ,amod
6322,brilliant_female,people,other,were,VERB,nsubj
6347,brilliant_female,others,other,have,VERB,nsubj
6444,brilliant_female,people,other,other,ADJ,amod
6445,brilliant_female,people,other,take,VERB,nsubj
6468,brilliant_female,life,other,personal,ADJ,amod
6469,brilliant_female,life,other,is,VERB,nsubj
6569,brilliant_female,person,other,caring,VERB,amod
6570,brilliant_female,person,other,’m,VERB,dobj
6594,brilliant_female,people,other,put,VERB,nsubj
6665,brilliant_female,fighters,other,most,ADJ,amod
6740,brilliant_female,woman,women,brilliant,ADJ,amod
6741,brilliant_female,woman,women,is,VERB,nsubj
6806,brilliant_female,life,other,great,ADJ,amod
6807,brilliant_female,life,other,had,VERB,dobj
6856,brilliant_female,intellect,other,is,VERB,nsubj
6887,brilliant_female,people,other,seek,VERB,nsubj
6919,brilliant_female,lawyer,other,good,ADJ,amod
6930,brilliant_female,friend,other,good,ADJ,amod
6947,brilliant_female,woman,women,wearing,VERB,nsubj
6955,brilliant_female,town,other,small,ADJ,amod
6993,brilliant_female,child,other,young,ADJ,amod
6999,brilliant_female,student,other,gifted,ADJ,amod
7017,brilliant_female,parents,other,looked,VERB,nsubj
7064,brilliant_female,everyone,other,loves,VERB,nsubj
7076,brilliant_female,coach,other,told,VERB,nsubj
7257,brilliant_female,woman,women,was,VERB,nsubj
7266,brilliant_female,woman,women,is,VERB,nsubj
7300,brilliant_female,anyone,other,tells,VERB,nsubj
7372,brilliant_female,lawyer,other,excellent,ADJ,amod
7379,brilliant_female,clients,other,get,VERB,nsubj
7383,brilliant_female,clients,other,deserve,VERB,nsubj
7387,brilliant_female,you,other,listen,VERB,nsubj
7391,brilliant_female,people,other,say,VERB,nsubj
7394,brilliant_female,you,other,know,VERB,nsubj
7402,brilliant_female,lawyer,other,good,ADJ,amod
7423,brilliant_female,friends,other,making,VERB,dobj
7454,brilliant_female,woman,women,dies,VERB,nsubj
7464,brilliant_female,man,men,kind,ADJ,amod
7469,brilliant_female,gentleman,men,real,ADJ,amod
7521,brilliant_female,writer,other,brilliant,ADJ,amod
7613,brilliant_female,chief,other,former,ADJ,amod
7628,brilliant_female,you,other,ca,VERB,nsubj
7637,brilliant_female,chief,other,former,ADJ,amod
7638,brilliant_female,chief,other,give,VERB,dobj
7650,brilliant_female,chief,other,former,ADJ,amod
7651,brilliant_female,chief,other,has,VERB,nsubj
7672,brilliant_female,president,other,met,VERB,nsubj
7678,brilliant_female,comedian,other,is,VERB,nsubj
7701,brilliant_female,friend,other,good,ADJ,amod
7728,brilliant_female,girl,women,sweet,ADJ,amod
7729,brilliant_female,girl,women,little,ADJ,amod
7743,brilliant_female,girl,women,beautiful,ADJ,amod
7779,brilliant_female,wife,women,doing,VERB,nsubj
7794,brilliant_female,woman,women,watch,VERB,dobj
7821,brilliant_female,director,other,tells,VERB,nsubj
7918,brilliant_female,you,other,understand,VERB,nsubj
7990,brilliant_female,family,other,was,VERB,nsubj
8008,brilliant_female,lawyer,other,says,VERB,nsubj
8065,brilliant_female,producer,other,talented,ADJ,amod
8066,brilliant_female,producer,other,young,ADJ,amod
8107,brilliant_female,you,other,'re,VERB,nsubj
8143,brilliant_female,you,other,are,VERB,nsubj
8188,brilliant_female,woman,women,quickly,DET,amod
8189,brilliant_female,woman,women,progresses,VERB,dobj
8321,brilliant_female,member,other,important,ADJ,amod
8478,brilliant_female,friend,other,own,ADJ,amod
8479,brilliant_female,friend,other,best,ADJ,amod
8515,brilliant_female,brothers,men,hers,VERB,dobj
8554,brilliant_female,family,other,are,VERB,nsubj
8578,brilliant_female,she,women,did,VERB,nsubj
8588,brilliant_female,you,other,tried,VERB,nsubj
8668,brilliant_female,man,men,do,VERB,nsubj
8677,brilliant_female,man,men,do,VERB,dobj
8684,brilliant_female,man,men,put,VERB,dobj
8694,brilliant_female,man,men,coming,VERB,nsubj
8716,brilliant_female,people,other,came,VERB,nsubj
8730,brilliant_female,man,men,had,VERB,nsubj
8742,brilliant_female,man,men,was,VERB,nsubj
8758,brilliant_female,man,men,seemed,VERB,nsubj
8812,brilliant_female,people,other,do,VERB,nsubj
8835,brilliant_female,you,other,going,VERB,nsubj
8872,brilliant_female,classmates,other,are,VERB,nsubj
8957,brilliant_female,people,other,other,ADJ,amod
8958,brilliant_female,people,other,remember,VERB,nsubj
8962,brilliant_female,people,other,other,ADJ,amod
8963,brilliant_female,people,other,remember,VERB,nsubj
9044,brilliant_female,visionary,other,true,ADJ,amod
9063,brilliant_female,friend,other,great,ADJ,amod
9067,brilliant_female,lover,other,great,ADJ,amod
9073,brilliant_female,everyone,other,helps,VERB,dobj
9105,brilliant_female,others,other,can,VERB,nsubj
9121,brilliant_female,people,other,seek,VERB,nsubj
9136,brilliant_female,people,other,help,VERB,dobj
9149,brilliant_female,people,other,help,VERB,dobj
9180,brilliant_female,you,other,love,VERB,nsubj
9201,brilliant_female,artist,other,gifted,ADJ,amod
9242,brilliant_female,children,other,live,VERB,nsubj
9290,brilliant_female,students,other,are,VERB,nsubj
9311,brilliant_female,man,men,see,VERB,nsubj
9333,brilliant_female,man,men,was,VERB,nsubj
9349,brilliant_female,everyone,other,outsmart,VERB,dobj
9351,brilliant_female,everyone,other,see,VERB,nsubj
9360,brilliant_female,someone,other,see,VERB,dobj
9470,brilliant_female,genius,other,put,VERB,dobj
9540,brilliant_female,you,other,be,VERB,nsubj
9546,brilliant_female,he,men,told,VERB,nsubj
9555,brilliant_female,people,other,other,ADJ,amod
9594,brilliant_female,student,other,top,ADJ,amod
9644,brilliant_female,child,other,has,VERB,nsubj
9648,brilliant_female,they,other,should,VERB,nsubj
9898,brilliant_female,others,other,see,VERB,nsubj
10000,brilliant_female,they,other,have,VERB,nsubj
10038,brilliant_female,they,other,were,VERB,nsubj
10049,brilliant_female,he,men,knows,VERB,nsubj
10055,brilliant_female,he,men,'s,VERB,nsubj
10063,brilliant_female,parents,other,encouraged,VERB,nsubj
10067,brilliant_female,he,men,'s,VERB,nsubj
10074,brilliant_female,he,men,is,VERB,nsubj
10078,brilliant_female,he,men,is,VERB,nsubj
10083,brilliant_female,athlete,other,good,ADJ,amod
10086,brilliant_female,he,men,has,VERB,nsubj
10096,brilliant_female,he,men,reads,VERB,nsubj
10123,brilliant_female,man,men,managed,VERB,nsubj
10137,brilliant_female,you,other,go,VERB,nsubj
10140,brilliant_female,you,other,supposed,VERB,nsubjpass
10157,brilliant_female,you,other,keep,VERB,dobj
10172,brilliant_female,you,other,are,VERB,nsubj
10182,brilliant_female,you,other,'re,VERB,nsubj
10217,brilliant_female,girl,women,brilliant,ADJ,amod
10225,brilliant_female,girl,women,nerdiest,ADJ,amod
10226,brilliant_female,girl,women,little,ADJ,amod
10240,brilliant_female,he,men,was,VERB,nsubj
10309,brilliant_female,lawyer,other,great,ADJ,amod
10384,brilliant_female,person,other,smartest,ADJ,amod
10397,brilliant_female,class,other,is,VERB,nsubj
10428,brilliant_female,friend,other,said,VERB,nsubj
10438,brilliant_female,you,other,think,VERB,nsubj
10515,brilliant_female,audience,other,knows,VERB,dobj
10648,brilliant_female,girl,women,figure,VERB,nsubj
10655,brilliant_female,girl,women,looking,VERB,nsubj
10664,brilliant_female,girl,women,learning,VERB,nsubj
10688,brilliant_female,people,other,come,VERB,nsubj
10758,brilliant_female,he,men,’s,VERB,nsubj
10776,brilliant_female,people,other,honest,ADJ,amod
10793,brilliant_female,he,men,'s,VERB,nsubj
10807,brilliant_female,he,men,show,VERB,nsubj
10814,brilliant_female,he,men,is,VERB,nsubj
10820,brilliant_female,he,men,'s,VERB,nsubj
10847,brilliant_female,he,men,'s,VERB,nsubj
10855,brilliant_female,he,men,does,VERB,nsubj
10867,brilliant_female,he,men,has,VERB,nsubj
10876,brilliant_female,he,men,is,VERB,nsubj
10896,brilliant_female,tutor,other,gifted,ADJ,amod
10979,brilliant_female,friends,other,are,VERB,nsubj
11009,brilliant_female,you,other,know,VERB,nsubj
11013,brilliant_female,man,men,is,VERB,nsubj
11034,brilliant_female,others,other,are,VERB,nsubj
11040,brilliant_female,others,other,sees,VERB,dobj
11069,brilliant_female,people,other,say,VERB,nsubj
11246,brilliant_female,you,other,learn,VERB,nsubj
11268,brilliant_female,classmates,other,despises,VERB,dobj
11290,brilliant_female,classmates,other,outsmart,VERB,dobj
11356,brilliant_female,they,other,be,VERB,nsubj
11475,brilliant_female,leader,other,great,ADJ,amod
11483,brilliant_female,woman,women,is,VERB,nsubj
11518,brilliant_female,life,other,survives,VERB,dobj
11556,brilliant_female,people,other,most,ADJ,amod
11584,brilliant_female,member,other,founding,VERB,amod
11800,brilliant_female,he,men,has,VERB,nsubj
11812,brilliant_female,he,men,read,VERB,nsubj
11819,brilliant_female,he,men,is,VERB,nsubj
11824,brilliant_female,people,other,seek,VERB,nsubj
11838,brilliant_female,he,men,'s,VERB,nsubj
11849,brilliant_female,he,men,has,VERB,nsubj
11859,brilliant_female,he,men,is,VERB,nsubj
11862,brilliant_female,person,other,smartest,ADJ,amod
11899,brilliant_female,person,other,smartest,ADJ,amod
11928,brilliant_female,everyone,other,is,VERB,nsubj
11947,brilliant_female,anyone,other,outsmart,VERB,dobj
12092,brilliant_female,people,other,said,VERB,nsubj
12103,brilliant_female,people,other,would,VERB,nsubj
12199,brilliant_female,him,men,takes,VERB,nsubj
12227,brilliant_female,him,men,becomes,VERB,nsubj
12238,brilliant_female,person,other,wonderful,ADJ,amod
12321,brilliant_female,people,other,solve,VERB,nsubj
12359,brilliant_female,people,other,most,ADJ,amod
12405,brilliant_female,life,other,interesting,ADJ,nsubj
12425,brilliant_female,life,other,easier,ADJ,nsubj
12429,brilliant_female,friends,other,new,ADJ,amod
12430,brilliant_female,friends,other,making,VERB,dobj
12456,brilliant_female,town,other,small,ADJ,amod
12497,brilliant_female,people,other,forget,VERB,nsubj
12537,brilliant_female,friends,other,had,VERB,dobj
12588,brilliant_female,player,other,different,ADJ,amod
12609,brilliant_female,player,other,different,ADJ,amod
12629,brilliant_female,girl,women,sweet,ADJ,amod
12641,brilliant_female,he,men,respects,VERB,nsubj
12643,brilliant_female,he,men,'s,VERB,nsubj
12687,brilliant_female,player,other,smart,ADJ,amod
12733,brilliant_female,you,other,cheer,VERB,dobj
12884,brilliant_female,family,other,thank,VERB,dobj
12940,brilliant_female,genius,other,is,VERB,nsubj
12946,brilliant_female,thinker,other,skilled,ADJ,amod
13060,brilliant_female,others,other,could,VERB,nsubj
13133,brilliant_female,person,other,better,ADJ,amod
13189,brilliant_female,others,other,look,VERB,nsubj
13203,brilliant_female,woman,women,was,VERB,nsubj
13213,brilliant_female,woman,women,do,VERB,nsubj
13222,brilliant_female,woman,women,put,VERB,nsubj
13229,brilliant_female,woman,women,put,VERB,dobj
13239,brilliant_female,woman,women,was,VERB,nsubj
13249,brilliant_female,everyone,other,was,VERB,nsubj
13253,brilliant_female,woman,women,saw,VERB,dobj
13263,brilliant_female,woman,women,good,ADJ,amod
13265,brilliant_female,woman,women,was,VERB,nsubj
13275,brilliant_female,woman,women,looked,VERB,nsubj
13285,brilliant_female,woman,women,asked,VERB,nsubjpass
13300,brilliant_female,woman,women,is,VERB,nsubj
13317,brilliant_female,mother,women,is,VERB,nsubj
13328,brilliant_female,person,other,smartest,ADJ,amod
13340,brilliant_female,you,other,doing,VERB,nsubj
13366,brilliant_female,you,other,going,VERB,nsubj
13556,brilliant_female,they,other,feel,VERB,nsubj
13619,brilliant_female,you,other,bring,VERB,nsubj
13625,brilliant_female,girl,women,beautiful,ADJ,amod
13626,brilliant_female,girl,women,bring,VERB,dobj
13642,brilliant_female,you,other,going,VERB,nsubj
13654,brilliant_female,you,other,read,VERB,nsubj
13673,brilliant_female,writer,other,creative,ADJ,amod
13765,brilliant_female,you,other,need,VERB,nsubj
13774,brilliant_female,you,other,asking,VERB,nsubj
13801,brilliant_female,artist,other,accomplished,ADJ,amod
13807,brilliant_female,thinker,other,exceptional,ADJ,amod
13827,brilliant_female,families,other,richest,ADJ,amod
13831,brilliant_female,nation,other,great,ADJ,amod
13849,brilliant_female,movement,other,new,ADJ,amod
13850,brilliant_female,movement,other,leads,VERB,dobj
13936,brilliant_female,friends,other,making,VERB,dobj
13951,brilliant_female,classes,other,taking,VERB,dobj
14028,brilliant_female,kid,other,bright,ADJ,amod
14062,brilliant_female,character,other,fits,VERB,dobj
14084,brilliant_female,others,other,help,VERB,dobj
14131,brilliant_female,writer,other,accomplished,ADJ,amod
14151,brilliant_female,people,other,other,ADJ,amod
14156,brilliant_female,someone,other,needs,VERB,dobj
14210,brilliant_female,girl,women,amazing,ADJ,amod
14211,brilliant_female,girl,women,achieve,VERB,dobj
14248,brilliant_female,person,other,smartest,ADJ,amod
14354,brilliant_female,people,other,other,ADJ,amod
14355,brilliant_female,people,other,helping,VERB,dobj
14366,brilliant_female,others,other,helping,VERB,dobj
14372,brilliant_female,others,other,encouraging,VERB,dobj
14430,brilliant_female,others,other,see,VERB,nsubj
14443,brilliant_female,they,other,start,VERB,nsubj
14460,brilliant_female,others,other,see,VERB,nsubj
14518,brilliant_female,teenagers,other,smartest,ADJ,amod
14552,brilliant_female,genius,other,true,ADJ,amod
14586,brilliant_female,girls,women,best,ADJ,amod
14616,brilliant_female,tutor,other,brilliant,ADJ,amod
14625,brilliant_female,woman,women,brilliant,ADJ,amod
14656,brilliant_female,man,men,met,VERB,nsubj
14667,brilliant_female,they,other,made,VERB,nsubj
14675,brilliant_female,friends,other,best,ADJ,amod
14686,brilliant_female,you,other,have,VERB,nsubj
14728,brilliant_female,they,other,face,VERB,nsubj
14758,brilliant_female,people,other,seek,VERB,nsubj
14766,brilliant_female,people,other,challenge,VERB,dobj
14832,brilliant_female,woman,women,say.’the,PROPN,amod
14844,brilliant_female,woman,women,say.’the,PROPN,amod
14851,brilliant_female,you,other,explain,VERB,nsubj
14943,brilliant_female,man,men,brilliant,ADJ,amod
15027,brilliant_female,people,other,offend,VERB,dobj
15087,brilliant_female,child,other,only,ADJ,amod
15114,brilliant_female,person,other,smartest,ADJ,amod
15154,brilliant_female,person,other,centered,VERB,amod
15156,brilliant_female,person,other,selfish,ADJ,amod
15213,brilliant_female,children,other,young,ADJ,amod
15219,brilliant_female,children,other,young,ADJ,amod
15220,brilliant_female,children,other,learn,VERB,nsubj
15257,brilliant_female,team,other,whole,ADJ,amod
15258,brilliant_female,team,other,is,VERB,nsubj
15277,brilliant_female,person,other,hardworking,VERB,dobj
15305,brilliant_female,girl,women,gets,VERB,nsubj
15320,brilliant_female,girl,women,love,VERB,dobj
15326,brilliant_female,girl,women,is,VERB,nsubj
15336,brilliant_female,girl,women,is,VERB,nsubj
15344,brilliant_female,girl,women,is,VERB,nsubj
15358,brilliant_female,individual,other,engaging,VERB,amod
15369,brilliant_female,you,other,thought,VERB,nsubj
15390,brilliant_female,you,other,going,VERB,nsubj
15397,brilliant_female,you,other,tell,VERB,dobj
15448,brilliant_female,friends,other,come,VERB,nsubj
15460,brilliant_female,friends,other,know,VERB,nsubj
15536,brilliant_female,children,other,has,VERB,dobj
15578,brilliant_female,person,other,tells,VERB,dobj
15579,brilliant_female,they,other,lying,VERB,nsubj
15584,brilliant_female,person,other,believe,VERB,nsubj
15599,brilliant_female,you,other,look,VERB,nsubj
15616,brilliant_female,boss,other,try,VERB,nsubj
15674,brilliant_female,mother,women,says,VERB,nsubj
15687,brilliant_female,student,other,good,ADJ,amod
15749,brilliant_female,hers,women,seen,VERB,dobj
15803,brilliant_female,you,other,are,VERB,nsubj
15818,brilliant_female,you,other,oblige,VERB,dobj
15824,brilliant_female,you,other,know,VERB,nsubj
15826,brilliant_female,you,other,are,VERB,nsubj
15835,brilliant_female,you,other,know,VERB,nsubj
15847,brilliant_female,coach,other,great,ADJ,amod
15871,brilliant_female,you,other,think,VERB,nsubj
15892,brilliant_female,man,men,smart,ADJ,amod
15908,brilliant_female,daughter,women,young,ADJ,amod
15959,brilliant_female,daughter,women,be,VERB,nsubj
15984,brilliant_female,daughter,women,said,VERB,nsubj
15992,brilliant_female,girl,women,great,ADJ,amod
15996,brilliant_female,girl,women,great,ADJ,amod
16019,brilliant_female,people,other,other,ADJ,amod
16045,brilliant_female,lives,other,save,VERB,dobj
16058,brilliant_female,people,other,help,VERB,dobj
16069,brilliant_female,prisoner,other,former,ADJ,amod
16126,brilliant_female,woman,women,beautiful,ADJ,amod
16127,brilliant_female,woman,women,young,ADJ,amod
16154,brilliant_female,designer,other,great,ADJ,amod
16224,brilliant_female,others,other,got,VERB,nsubj
16260,brilliant_female,talents,other,are,VERB,nsubj
16272,brilliant_female,anyone,other,tell,VERB,dobj
16276,brilliant_female,you,other,tell,VERB,nsubj
16279,brilliant_female,woman,women,tell,VERB,dobj
16290,brilliant_female,person,other,successful,ADJ,amod
16294,brilliant_female,woman,women,is,VERB,nsubj
16309,brilliant_female,woman,women,use,VERB,dobj
16357,brilliant_female,you,other,been,VERB,nsubj
16366,brilliant_female,you,other,did,VERB,nsubj
16400,brilliant_female,you,other,knew,VERB,nsubj
16405,brilliant_female,you,other,saw,VERB,nsubj
16414,brilliant_female,you,other,believe,VERB,nsubj
16440,brilliant_female,winner,other,huge,ADJ,amod
16466,brilliant_female,critic,other,suggested,VERB,nsubj
16491,brilliant_female,family,other,betray,VERB,dobj
16508,brilliant_female,artist,other,great,ADJ,amod
16559,brilliant_female,friends,other,follow,VERB,nsubj
16590,brilliant_female,they,other,get,VERB,dobj
16767,brilliant_female,people,other,help,VERB,dobj
16771,brilliant_female,people,other,factual,ADJ,nsubj
16779,brilliant_female,you,other,keep,VERB,dobj
16864,brilliant_female,boys,men,other,ADJ,amod
17087,brilliant_female,life,other,great,ADJ,amod
17088,brilliant_female,life,other,has,VERB,dobj
17098,brilliant_female,writer,other,good,ADJ,amod
17134,brilliant_female,person,other,good,ADJ,amod
17223,brilliant_female,artist,other,remarkable,ADJ,amod
17292,brilliant_female,mentor,other,valuable,ADJ,amod
17293,brilliant_female,mentor,other,makes,VERB,dobj
17307,brilliant_female,students,other,other,ADJ,amod
17308,brilliant_female,students,other,helps,VERB,dobj
17312,brilliant_female,mentor,other,valuable,ADJ,amod
17320,brilliant_female,man,men,is,VERB,nsubj
17341,brilliant_female,genius,other,stereotypical,ADJ,amod
17420,brilliant_female,people,other,come,VERB,nsubj
17451,brilliant_female,everyone,other,loves,VERB,nsubj
17558,brilliant_female,you,other,want,VERB,nsubj
17567,brilliant_female,you,other,can,VERB,nsubj
17617,brilliant_female,his,men,found,VERB,dobj
17814,brilliant_female,visionary,other,use,VERB,dobj
17832,brilliant_female,visionary,other,calling,VERB,dobj
17840,brilliant_female,you,other,helping,VERB,dobj
17850,brilliant_female,you,other,is,VERB,nsubj
17865,brilliant_female,people,other,misunderstand,VERB,nsubj
18022,brilliant_female,father,men,succeed,VERB,dobj
18035,brilliant_female,worker,other,hard,ADJ,amod
18041,brilliant_female,life,other,great,ADJ,amod
18042,brilliant_female,life,other,had,VERB,dobj
18049,brilliant_female,girl,women,nice,ADJ,amod
18052,brilliant_female,you,other,do,VERB,nsubj
18072,brilliant_female,person,other,smartest,ADJ,amod
18170,brilliant_female,writer,other,creative,ADJ,amod
18264,brilliant_female,you,other,thinking,VERB,nsubj
18274,brilliant_female,people,other,help,VERB,dobj
18365,brilliant_female,woman,women,was,VERB,nsubj
18375,brilliant_female,woman,women,fooled,VERB,nsubj
18379,brilliant_female,anyone,other,fooled,VERB,dobj
18383,brilliant_female,woman,women,got,VERB,nsubj
18515,brilliant_female,you,other,see,VERB,nsubj
18545,brilliant_female,you,other,have,VERB,nsubj
18605,brilliant_female,they,other,happening,VERB,nsubj
18612,brilliant_female,woman,women,brilliant,ADJ,amod
18618,brilliant_female,educator,other,top,ADJ,amod
18649,brilliant_female,him,men,do,VERB,dobj
18727,brilliant_female,friend,other,says,VERB,nsubj
18744,brilliant_female,children,other,other,ADJ,amod
18745,brilliant_female,children,other,are,VERB,nsubj
18769,brilliant_female,kids,other,other,ADJ,amod
18770,brilliant_female,kids,other,doing,VERB,nsubj
18833,brilliant_female,people,other,wonder,VERB,nsubj
18838,brilliant_female,anyone,other,be,VERB,nsubj
18905,brilliant_female,you,other,expect,VERB,nsubj
19177,brilliant_female,you,other,remember,VERB,nsubj
19182,brilliant_female,you,other,saw,VERB,nsubj
19200,brilliant_female,you,other,comprehend,VERB,nsubj
19205,brilliant_female,them,other,comprehend,VERB,dobj
19218,brilliant_female,person,other,smartest,ADJ,amod
19226,brilliant_female,parents,other,told,VERB,nsubj
19240,brilliant_female,father,men,encouraged,VERB,nsubj
19284,brilliant_female,anyone,other,met,VERB,nsubj
19343,brilliant_female,writer,other,fantastic,ADJ,amod
19351,brilliant_female,author,other,brilliant,ADJ,amod
19460,brilliant_female,family,other,beautiful,ADJ,amod
19461,brilliant_female,family,other,had,VERB,dobj
19553,brilliant_female,others,other,feel,VERB,nsubj
19599,brilliant_female,person,other,missing,VERB,amod
19600,brilliant_female,person,other,found,VERB,dobj
19613,brilliant_female,police,other,were,VERB,nsubj
19693,brilliant_female,people,other,is,VERB,nsubj
19819,brilliant_female,you,other,feeling,VERB,nsubj
19868,brilliant_female,intellectual,other,leading,VERB,amod
19915,brilliant_female,someone,other,smart,ADJ,nsubj
19929,brilliant_female,people,other,seek,VERB,nsubj
19944,brilliant_female,people,other,takes,VERB,dobj
20098,brilliant_female,team,other,entire,ADJ,amod
20099,brilliant_female,team,other,blown,VERB,dobj
20103,brilliant_female,team,other,entire,ADJ,amod
20104,brilliant_female,team,other,turned,VERB,dobj
20326,brilliant_female,people,other,understand,VERB,nsubj
20328,brilliant_female,hers,women,understand,VERB,dobj
20330,brilliant_female,people,other,see,VERB,nsubj
20344,brilliant_female,others,other,understand,VERB,nsubj
20354,brilliant_female,parties,other,smaller,ADJ,amod
20473,brilliant_female,you,other,doing,VERB,nsubj
20480,brilliant_female,you,other,do,VERB,nsubj
20484,brilliant_female,they,other,training,VERB,nsubj
20494,brilliant_female,you,other,let,VERB,nsubj
20496,brilliant_female,they,other,know,VERB,nsubj
20586,brilliant_female,student,other,straight,ADJ,amod
20592,brilliant_female,girl,women,sweet,ADJ,amod
20642,brilliant_female,everyone,other,is,VERB,nsubj
20779,brilliant_female,person,other,caring,ADJ,amod
20785,brilliant_female,you,other,loves,VERB,dobj
20789,brilliant_female,you,other,loves,VERB,dobj
20797,brilliant_female,boys,men,loves,VERB,dobj
20809,brilliant_female,sister,women,loves,VERB,dobj
20828,brilliant_female,life,other,happy,ADJ,amod
20896,brilliant_female,intellect,other,amazing,ADJ,amod
20897,brilliant_female,intellect,other,got,VERB,dobj
20965,brilliant_female,others,other,understand,VERB,nsubj
21102,brilliant_female,thinker,other,great,ADJ,amod
21107,brilliant_female,you,other,help,VERB,dobj
21114,brilliant_female,you,other,have,VERB,nsubj
21154,brilliant_female,scientist,other,brilliant,ADJ,amod
21186,brilliant_female,thinker,other,great,ADJ,amod
21191,brilliant_female,musician,other,great,ADJ,amod
21197,brilliant_female,artist,other,great,ADJ,amod
21206,brilliant_female,he,men,says,VERB,nsubj
21220,brilliant_female,son,men,tell,VERB,dobj
21257,brilliant_female,girls,women,other,ADJ,amod
21269,brilliant_female,person,other,great,ADJ,amod
21296,brilliant_female,others,other,do,VERB,nsubj
21305,brilliant_female,others,other,think,VERB,nsubj
21312,brilliant_female,people,other,loves,VERB,dobj
21321,brilliant_female,people,other,help,VERB,dobj
21334,brilliant_female,people,other,other,ADJ,amod
21335,brilliant_female,people,other,help,VERB,dobj
21377,brilliant_female,he,men,is,VERB,nsubj
21395,brilliant_female,he,men,graduated,VERB,nsubj
21410,brilliant_female,he,men,went,VERB,nsubj
21416,brilliant_female,he,men,'s,VERB,nsubj
21424,brilliant_female,he,men,worked,VERB,nsubj
21474,brilliant_female,woman,women,was,VERB,nsubj
21494,brilliant_female,life,other,live,VERB,dobj
21511,brilliant_female,people,other,helping,VERB,dobj
21537,brilliant_female,life,other,live,VERB,dobj
21631,brilliant_female,people,other,say,VERB,nsubj
21638,brilliant_female,person,other,smartest,ADJ,amod
21658,brilliant_female,anyone,other,outsmart,VERB,dobj
21703,brilliant_female,they,other,kept,VERB,nsubj
21754,brilliant_female,scientist,other,brilliant,ADJ,amod
21763,brilliant_female,woman,women,evil,ADJ,amod
21836,brilliant_female,girl,women,typical,ADJ,amod
21843,brilliant_female,girl,women,introverted,VERB,amod
21852,brilliant_female,friends,other,many,ADJ,amod
21853,brilliant_female,friends,other,have,VERB,dobj
21897,brilliant_female,people,other,knew,VERB,nsubj
21913,brilliant_female,he,men,said,VERB,nsubj
21923,brilliant_female,you,other,think,VERB,nsubj
21926,brilliant_female,president,other,want,VERB,nsubj
21953,brilliant_female,he,men,was,VERB,nsubj
22037,brilliant_female,you,other,provide,VERB,dobj
22069,brilliant_female,teacher,other,helpful,ADJ,amod
22097,brilliant_female,you,other,help,VERB,dobj
22116,brilliant_female,you,other,helping,VERB,dobj
22120,brilliant_female,you,other,faced,VERB,nsubjpass
22133,brilliant_female,him,men,describe,VERB,dobj
22136,brilliant_female,researcher,other,brilliant,ADJ,amod
22153,brilliant_female,people,other,understand,VERB,dobj
22271,brilliant_female,clients,other,peggy treats peggy's,VERB,dobj
22321,brilliant_female,you,other,focused,VERB,nsubj
22354,brilliant_female,you,other,want,VERB,nsubj
22358,brilliant_female,you,other,want,VERB,nsubj
22424,brilliant_female,he,men,is,VERB,nsubj
22436,brilliant_female,he,men,is,VERB,nsubj
22439,brilliant_female,visionary,other,true,ADJ,amod
22446,brilliant_female,he,men,found,VERB,nsubjpass
22480,brilliant_female,man,men,was,VERB,nsubj
22487,brilliant_female,he,men,was,VERB,nsubj
22501,brilliant_female,you,other,'ll,VERB,nsubj
22590,brilliant_female,you,other,thank,VERB,dobj
22597,brilliant_female,child,other,youngest,ADJ,amod
22598,brilliant_female,child,other,was,VERB,nsubj
22604,brilliant_female,child,other,youngest,ADJ,amod
22605,brilliant_female,child,other,doing,VERB,nsubj
22612,brilliant_female,child,other,youngest,ADJ,amod
22613,brilliant_female,child,other,gives,VERB,nsubj
22629,brilliant_female,child,other,youngest,ADJ,amod
22630,brilliant_female,child,other,is,VERB,nsubj
22677,brilliant_female,daughter,women,is,VERB,nsubj
22682,brilliant_female,daughter,women,do,VERB,nsubj
22692,brilliant_female,writers,other,are,VERB,nsubj
22759,brilliant_female,friends,other,know,VERB,nsubj
22779,brilliant_female,woman,women,was,VERB,nsubj
22788,brilliant_female,woman,women,made,VERB,nsubj
22801,brilliant_female,woman,women,came,VERB,nsubj
22817,brilliant_female,you,other,do,VERB,nsubj
22829,brilliant_female,you,other,be,VERB,nsubj
22839,brilliant_female,you,other,are,VERB,nsubj
22859,brilliant_female,winners,other,other,ADJ,amod
22861,brilliant_female,winners,other,were,VERB,nsubj
22896,brilliant_female,everyone,other,has,VERB,nsubj
22947,brilliant_female,singer,other,great,ADJ,amod
22958,brilliant_female,you,other,be,VERB,nsubj
22967,brilliant_female,genius,other,find,VERB,dobj
23007,brilliant_female,writer,other,gifted,ADJ,amod
23092,brilliant_female,girl,women,is,VERB,nsubj
23123,brilliant_female,student,other,average,ADJ,amod
23206,brilliant_female,you,other,have,VERB,nsubj
23253,brilliant_female,genius,other,true,ADJ,amod
23276,brilliant_female,girl,women,sweet,ADJ,amod
23349,brilliant_female,scientist,other,brilliant,ADJ,amod
23364,brilliant_female,people,other,most,ADJ,amod
23382,brilliant_female,scientist,other,mad,ADJ,amod
23401,brilliant_female,clients,other,knows,VERB,dobj
23406,brilliant_female,you,other,helps,VERB,dobj
23412,brilliant_female,you,other,plan,VERB,nsubj
23424,brilliant_female,partner,other,perfect,ADJ,amod
