token_ID,filename,category,word,POS,rel
14101,brainiac_male,parents,other,were,VERB,nsubj
14116,brainiac_male,person,other,smart,ADJ,amod
14129,brainiac_male,people,other,autistic,ADJ,amod
14160,brainiac_male,user,other,avid,ADJ,amod
14307,brainiac_male,they,other,caught,VERB,nsubj
14319,brainiac_male,they,other,involved,VERB,nsubjpass
14330,brainiac_male,they,other,be,VERB,nsubj
14348,brainiac_male,guy,men,old,ADJ,amod
14348,brainiac_male,white,white,old,ADJ,amod
14350,brainiac_male,guy,men,practicing,VERB,nsubj
14449,brainiac_male,father,men,nigerian,ADJ,amod
14501,brainiac_male,character,other,viable,ADJ,amod
14507,brainiac_male,director,other,creative,ADJ,amod
14610,brainiac_male,artist,other,intelligent,ADJ,amod
14631,brainiac_male,artist,other,true,ADJ,amod
14648,brainiac_male,writer,other,natural,ADJ,amod
14668,brainiac_male,self,other,says,VERB,nsubj
14715,brainiac_male,people,other,remember,VERB,dobj
14725,brainiac_male,people,other,remember,VERB,dobj
14728,brainiac_male,him,men,know,VERB,dobj
14830,brainiac_male,you,other,know,VERB,nsubj
14850,brainiac_male,justice,other,social,ADJ,amod
14904,brainiac_male,they,other,received,VERB,nsubj
14920,brainiac_male,intellect,other,certain,ADJ,amod
14941,brainiac_male,child,other,absorbed,VERB,amod
14946,brainiac_male,father,men,loves,VERB,dobj
14975,brainiac_male,they,other,seem,VERB,nsubj
14986,brainiac_male,they,other,are,VERB,nsubj
14996,brainiac_male,you,other,do,VERB,nsubj
15001,brainiac_male,you,other,feel,VERB,nsubj
15004,brainiac_male,you,other,should,VERB,nsubj
15007,brainiac_male,you,other,do,VERB,nsubj
15011,brainiac_male,philosophers,other,do,VERB,nsubj
15014,brainiac_male,you,other,see,VERB,nsubj
15019,brainiac_male,you,other,ought,VERB,nsubj
15028,brainiac_male,you,other,been,VERB,nsubj
15063,brainiac_male,her,women,visit,VERB,dobj
15066,brainiac_male,you,other,meet,VERB,nsubj
15068,brainiac_male,her,women,meet,VERB,dobj
15071,brainiac_male,you,other,think,VERB,nsubj
15075,brainiac_male,her,women,be,VERB,nsubj
15087,brainiac_male,you,other,like,VERB,nsubj
15091,brainiac_male,her,women,doing,VERB,nsubj
15287,brainiac_male,boy,men,young,ADJ,amod
15290,brainiac_male,parents,other,were,VERB,nsubj
15361,brainiac_male,life,other,following,VERB,dobj
15364,brainiac_male,writer,other,struggling,VERB,amod
15403,brainiac_male,people,other,realize,VERB,nsubj
15422,brainiac_male,wife,women,is,VERB,nsubj
15440,brainiac_male,wife,women,meet,VERB,dobj
15443,brainiac_male,they,other,are,VERB,nsubj
15453,brainiac_male,life,other,real,ADJ,amod
15462,brainiac_male,wife,women,trying,VERB,nsubj
15511,brainiac_male,players,other,fellow,ADJ,amod
15518,brainiac_male,players,other,fellow,ADJ,amod
15520,brainiac_male,players,other,try,VERB,nsubj
15532,brainiac_male,players,other,fellow,ADJ,amod
15534,brainiac_male,players,other,kill,VERB,dobj
15663,brainiac_male,people,other,other,ADJ,amod
15666,brainiac_male,lives,other,personal,ADJ,amod
15675,brainiac_male,people,other,other,ADJ,amod
15711,brainiac_male,you,other,download,VERB,nsubj
15741,brainiac_male,you,other,want,VERB,nsubj
15754,brainiac_male,you,other,have,VERB,nsubj
15764,brainiac_male,you,other,have,VERB,nsubj
15768,brainiac_male,life,other,have,VERB,dobj
15804,brainiac_male,baby,other,got,VERB,dobj
15817,brainiac_male,person,other,only,ADJ,amod
15829,brainiac_male,detective,other,greatest,ADJ,amod
15935,brainiac_male,you,other,know,VERB,nsubj
15947,brainiac_male,people,other,think,VERB,nsubj
16006,brainiac_male,life,other,is,VERB,nsubj
16045,brainiac_male,father,men,was,VERB,nsubj
16086,brainiac_male,mother,women,is,VERB,nsubj
16112,brainiac_male,they,other,have,VERB,nsubj
16176,brainiac_male,anyone,other,like,VERB,dobj
16204,brainiac_male,someone,other,decided,VERB,nsubj
16216,brainiac_male,wife,women,was,VERB,nsubj
16224,brainiac_male,someone,other,decides,VERB,nsubj
16249,brainiac_male,life,other,hates,VERB,dobj
16263,brainiac_male,wife,women,hates,VERB,dobj
16368,brainiac_male,people,other,own,ADJ,amod
16386,brainiac_male,they,other,see,VERB,nsubj
16445,brainiac_male,player,other,former,ADJ,amod
16491,brainiac_male,people,other,do,VERB,nsubj
16502,brainiac_male,others,other,do,VERB,nsubj
16667,brainiac_male,you,other,find,VERB,nsubj
16684,brainiac_male,you,other,are,VERB,nsubj
16701,brainiac_male,people,other,give,VERB,dobj
16835,brainiac_male,force,other,irreducible,ADJ,amod
16837,brainiac_male,force,other,psychic,ADJ,amod
16893,brainiac_male,you,other,got,VERB,nsubj
16900,brainiac_male,you,other,need,VERB,nsubj
16954,brainiac_male,writer,other,brilliant,ADJ,amod
16988,brainiac_male,you,other,thought,VERB,nsubj
17018,brainiac_male,dukes,men,is,VERB,nsubj
17038,brainiac_male,her,women,loves,VERB,dobj
17041,brainiac_male,you,other,got,VERB,nsubj
17046,brainiac_male,her,women,love,VERB,dobj
17097,brainiac_male,everyone,other,telling,VERB,dobj
17099,brainiac_male,her,women,is,VERB,nsubj
17118,brainiac_male,humans,other,are,VERB,nsubj
17140,brainiac_male,you,other,need,VERB,nsubj
17272,brainiac_male,english,white,speak,VERB,dobj
17303,brainiac_male,you,other,living,VERB,nsubj
17306,brainiac_male,life,other,living,VERB,dobj
17372,brainiac_male,adult,other,was,VERB,nsubj
17432,brainiac_male,they,other,work,VERB,nsubj
17463,brainiac_male,you,other,do,VERB,nsubj
17467,brainiac_male,you,other,reading,VERB,nsubj
17543,brainiac_male,you,other,use,VERB,nsubj
17552,brainiac_male,you,other,use,VERB,nsubj
17650,brainiac_male,you,other,imagine,VERB,nsubj
17667,brainiac_male,others,other,ask,VERB,nsubj
17720,brainiac_male,man,men,other,ADJ,amod
17721,brainiac_male,man,men,be,VERB,nsubj
17729,brainiac_male,genius,other,brainiac,ADJ,amod
17733,brainiac_male,speaker,other,wonderful,ADJ,amod
17786,brainiac_male,you,other,have,VERB,nsubj
17793,brainiac_male,you,other,know,VERB,nsubj
17799,brainiac_male,person,other,best,ADJ,amod
17818,brainiac_male,actor,other,great,ADJ,amod
17846,brainiac_male,character,other,saw,VERB,dobj
17981,brainiac_male,people,other,hates,VERB,dobj
17989,brainiac_male,author,other,is,VERB,nsubj
18052,brainiac_male,father,men,own,ADJ,amod
18092,brainiac_male,kids,other,know,VERB,nsubj
18108,brainiac_male,kids,other,do,VERB,nsubj
18140,brainiac_male,musician,other,talented,ADJ,amod
18146,brainiac_male,her,women,feel,VERB,nsubj
18155,brainiac_male,her,women,forgiven,VERB,nsubjpass
18184,brainiac_male,sisters,women,having,VERB,dobj
18204,brainiac_male,person,other,intelligent,ADJ,amod
18212,brainiac_male,talents,other,bright,ADJ,amod
18265,brainiac_male,you,other,were,VERB,nsubj
18272,brainiac_male,you,other,ca,VERB,nsubj
18290,brainiac_male,person,other,average,ADJ,amod
18291,brainiac_male,person,other,go,VERB,nsubj
18319,brainiac_male,her,women,drives,VERB,dobj
18375,brainiac_male,man,men,aging,VERB,amod
18387,brainiac_male,somebody,other,humiliated,VERB,nsubjpass
18396,brainiac_male,person,other,is,VERB,nsubj
18403,brainiac_male,person,other,going,VERB,nsubj
18418,brainiac_male,person,other,think,VERB,nsubj
18424,brainiac_male,wife,women,is,VERB,nsubj
18430,brainiac_male,person,other,been,VERB,nsubj
18440,brainiac_male,person,other,is,VERB,nsubj
18505,brainiac_male,gang,other,makes,VERB,nsubj
18599,brainiac_male,person,other,crazy,ADJ,amod
18689,brainiac_male,ward,other,mental,ADJ,amod
18711,brainiac_male,mayors,other,former,ADJ,amod
18764,brainiac_male,you,other,ask,VERB,nsubj
18768,brainiac_male,teacher,other,former,ADJ,amod
18769,brainiac_male,teacher,other,ask,VERB,dobj
18801,brainiac_male,kids,other,are,VERB,nsubj
18808,brainiac_male,musicians,other,wonderful,ADJ,amod
18835,brainiac_male,everyone,other,knows,VERB,nsubj
18844,brainiac_male,you,other,are,VERB,nsubj
18852,brainiac_male,son,men,has,VERB,nsubj
18859,brainiac_male,son,men,tries,VERB,nsubj
18866,brainiac_male,son,men,keep,VERB,dobj
18872,brainiac_male,wife,women,gets,VERB,nsubj
18882,brainiac_male,son,men,tells,VERB,dobj
18888,brainiac_male,son,men,hurt,VERB,nsubjpass
18950,brainiac_male,girl,women,put,VERB,nsubj
18954,brainiac_male,girl,women,put,VERB,dobj
18979,brainiac_male,her,women,help,VERB,nsubj
18994,brainiac_male,anyone,other,needs,VERB,dobj
19042,brainiac_male,mother,women,do,VERB,nsubj
19062,brainiac_male,you,other,are,VERB,nsubj
19065,brainiac_male,person,other,horrible,ADJ,amod
19070,brainiac_male,you,other,look,VERB,nsubj
19091,brainiac_male,you,other,gon,VERB,nsubj
19108,brainiac_male,you,other,taking,VERB,nsubj
19114,brainiac_male,she,women,said,VERB,nsubj
19120,brainiac_male,you,other,'re,VERB,nsubj
19126,brainiac_male,you,other,know,VERB,nsubj
19134,brainiac_male,you,other,want,VERB,nsubj
19148,brainiac_male,you,other,have,VERB,nsubj
19191,brainiac_male,president,other,made,VERB,nsubj
19211,brainiac_male,general,other,retired,ADJ,amod
19264,brainiac_male,group,other,said,VERB,nsubj
19266,brainiac_male,men,men,military,ADJ,amod
19277,brainiac_male,soldier,other,see,VERB,dobj
19306,brainiac_male,everyone,other,is,VERB,nsubj
19314,brainiac_male,person,other,born,VERB,amod
19325,brainiac_male,father,men,had,VERB,nsubj
19345,brainiac_male,father,men,took,VERB,nsubj
19359,brainiac_male,mother,women,single,ADJ,amod
19363,brainiac_male,doctors,other,declared,VERB,nsubj
19366,brainiac_male,mother,women,single,ADJ,amod
19404,brainiac_male,parents,other,are,VERB,nsubj
19409,brainiac_male,she,women,was,VERB,nsubj
19432,brainiac_male,parents,other,were,VERB,nsubj
19472,brainiac_male,you,other,see,VERB,nsubj
19483,brainiac_male,wife,women,likes,VERB,dobj
19519,brainiac_male,guy,men,smart,ADJ,amod
19526,brainiac_male,kid,other,wants,VERB,nsubj
19542,brainiac_male,kid,other,been,VERB,nsubjpass
19555,brainiac_male,kid,other,smart,ADJ,nsubj
19563,brainiac_male,kid,other,been,VERB,nsubj
19592,brainiac_male,bombers,other,multiple,ADJ,amod
19605,brainiac_male,members,other,interviewed,VERB,nsubjpass
19621,brainiac_male,others,other,several,ADJ,amod
19643,brainiac_male,member,other,former,ADJ,amod
19645,brainiac_male,member,other,killed,VERB,nsubjpass
19651,brainiac_male,member,other,former,ADJ,amod
19672,brainiac_male,you,other,have,VERB,nsubj
19680,brainiac_male,you,other,eat,VERB,nsubj
19777,brainiac_male,challengers,other,make,VERB,nsubj
19888,brainiac_male,writer,other,greatest,ADJ,amod
19892,brainiac_male,life,other,entire,ADJ,amod
19909,brainiac_male,life,other,real,ADJ,amod
19944,brainiac_male,you,other,consider,VERB,nsubj
19957,brainiac_male,you,other,give,VERB,nsubj
19981,brainiac_male,thinker,other,great,ADJ,amod
19985,brainiac_male,athlete,other,gifted,ADJ,amod
19995,brainiac_male,person,other,only,ADJ,amod
20028,brainiac_male,life,other,understand,VERB,dobj
20137,brainiac_male,prisoners,other,takes,VERB,dobj
20168,brainiac_male,life,other,done,VERB,nsubjpass
20188,brainiac_male,leaders,other,political,ADJ,amod
20189,brainiac_male,leaders,other,feel,VERB,nsubj
20193,brainiac_male,leaders,other,political,ADJ,amod
20306,brainiac_male,character,other,compared,VERB,nsubjpass
20354,brainiac_male,civilization,other,breathing,VERB,dobj
20382,brainiac_male,you,other,forgive,VERB,nsubj
20400,brainiac_male,producers,other,other,ADJ,amod
20409,brainiac_male,you,other,have,VERB,nsubj
20581,brainiac_male,you,other,see,VERB,nsubj
20600,brainiac_male,team,other,said,VERB,nsubj
20604,brainiac_male,you,other,'re,VERB,nsubj
20644,brainiac_male,wife,women,are,VERB,nsubj
20673,brainiac_male,man,men,perfect,ADJ,amod
20836,brainiac_male,children,other,included,VERB,dobj
20882,brainiac_male,researchers,other,other,ADJ,amod
20883,brainiac_male,researchers,other,neuroscientific,ADJ,amod
20891,brainiac_male,he,men,reverse,VERB,dobj
20893,brainiac_male,researchers,other,other,ADJ,amod
20894,brainiac_male,researchers,other,neuroscientific,ADJ,amod
20915,brainiac_male,person,other,have,VERB,nsubj
20983,brainiac_male,friends,other,great,ADJ,amod
20984,brainiac_male,friends,other,made,VERB,dobj
21019,brainiac_male,characters,other,favourite,ADJ,amod
21031,brainiac_male,leader,other,is,VERB,nsubj
21215,brainiac_male,you,other,make,VERB,nsubj
21258,brainiac_male,humans,other,hates,VERB,dobj
21267,brainiac_male,you,other,hates,VERB,dobj
21271,brainiac_male,men,men,hates,VERB,dobj
21324,brainiac_male,people,other,hates,VERB,dobj
21393,brainiac_male,intellect,other,have,VERB,nsubj
21444,brainiac_male,you,other,talking,VERB,nsubj
21454,brainiac_male,you,other,offering,VERB,nsubj
21461,brainiac_male,you,other,appealing,ADJ,nsubj
21496,brainiac_male,you,other,were,VERB,nsubj
21505,brainiac_male,you,other,need,VERB,nsubj
21683,brainiac_male,life,other,is,VERB,nsubj
21731,brainiac_male,you,other,know,VERB,nsubj
21755,brainiac_male,person,other,fantastic,ADJ,amod
21781,brainiac_male,person,other,right,ADJ,amod
21782,brainiac_male,person,other,fit,VERB,nsubj
21790,brainiac_male,group,other,known,VERB,amod
21809,brainiac_male,people,other,young,ADJ,amod
21810,brainiac_male,people,other,have,VERB,nsubj
21814,brainiac_male,they,other,judged,VERB,nsubjpass
21826,brainiac_male,people,other,young,ADJ,amod
21831,brainiac_male,they,other,judged,VERB,nsubjpass
21891,brainiac_male,you,other,know,VERB,nsubj
21899,brainiac_male,people,other,few,ADJ,amod
21926,brainiac_male,people,other,other,ADJ,amod
21927,brainiac_male,people,other,find,VERB,dobj
21935,brainiac_male,you,other,see,VERB,nsubj
21973,brainiac_male,she,women,made,VERB,nsubj
21986,brainiac_male,brother,men,younger,ADJ,amod
22014,brainiac_male,they,other,say,VERB,nsubj
22066,brainiac_male,lady,women,missing,VERB,amod
22067,brainiac_male,lady,women,find,VERB,dobj
22072,brainiac_male,her,women,supposed,VERB,nsubjpass
22091,brainiac_male,girl,women,finds,VERB,dobj
22099,brainiac_male,people,other,told,VERB,nsubjpass
22102,brainiac_male,her,women,rescued,VERB,dobj
22111,brainiac_male,her,women,confronted,VERB,nsubjpass
22135,brainiac_male,they,other,broke,VERB,nsubj
22148,brainiac_male,they,other,got,VERB,dobj
22155,brainiac_male,they,other,used,VERB,nsubj
22278,brainiac_male,you,other,control,VERB,nsubj
22351,brainiac_male,you,other,'re,VERB,nsubj
22373,brainiac_male,anyone,other,challenge,VERB,dobj
22583,brainiac_male,you,other,think,VERB,nsubj
22627,brainiac_male,people,other,many,ADJ,amod
22628,brainiac_male,people,other,saying,VERB,nsubj
22645,brainiac_male,people,other,many,ADJ,amod
22850,brainiac_male,you,other,have,VERB,nsubj
22858,brainiac_male,you,other,have,VERB,nsubj
22861,brainiac_male,you,other,can,VERB,nsubj
22869,brainiac_male,you,other,be,VERB,nsubj
22880,brainiac_male,life,other,improve,VERB,dobj
22933,brainiac_male,life,other,struggling,VERB,dobj
23014,brainiac_male,characters,other,countless,ADJ,amod
23015,brainiac_male,characters,other,take,VERB,dobj
23056,brainiac_male,president,other,kisses,VERB,dobj
23089,brainiac_male,you,other,are,VERB,nsubj
23166,brainiac_male,people,other,keep,VERB,dobj
23177,brainiac_male,employees,other,few,ADJ,amod
23178,brainiac_male,employees,other,other,ADJ,amod
23179,brainiac_male,employees,other,former,ADJ,amod
23296,brainiac_male,people,other,know,VERB,nsubj
23318,brainiac_male,people,other,are,VERB,nsubj
23371,brainiac_male,you,other,read,VERB,nsubj
23377,brainiac_male,you,other,think,VERB,nsubj
23387,brainiac_male,you,other,hear,VERB,nsubj
23394,brainiac_male,you,other,read,VERB,nsubj
23425,brainiac_male,people,other,real,ADJ,amod
23433,brainiac_male,people,other,famous,ADJ,amod
23442,brainiac_male,people,other,famous,ADJ,amod
23449,brainiac_male,celebrities,other,are,VERB,nsubj
23451,brainiac_male,people,other,famous,ADJ,amod
23458,brainiac_male,people,other,famous,ADJ,amod
23466,brainiac_male,people,other,famous,ADJ,amod
23480,brainiac_male,celebrities,other,many,ADJ,amod
23481,brainiac_male,celebrities,other,open,ADJ,nsubj
23483,brainiac_male,celebrities,other,many,ADJ,amod
23490,brainiac_male,celebrities,other,many,ADJ,amod
23491,brainiac_male,celebrities,other,going,VERB,nsubj
23497,brainiac_male,celebrities,other,many,ADJ,amod
23498,brainiac_male,celebrities,other,turn,VERB,dobj
23590,brainiac_male,person,other,only,ADJ,amod
23654,brainiac_male,people,other,talk,VERB,nsubj
23729,brainiac_male,party,other,political,ADJ,amod
23730,brainiac_male,party,other,having,VERB,dobj
23746,brainiac_male,father,men,had,VERB,nsubj
23774,brainiac_male,grandmother,women,diagnosed,VERB,nsubjpass
23782,brainiac_male,grandmother,women,died,VERB,nsubj
23905,brainiac_male,you,other,were,VERB,nsubj
23912,brainiac_male,him,men,met,VERB,dobj
23917,brainiac_male,you,other,seen,VERB,nsubj
23922,brainiac_male,him,men,seemed,VERB,nsubj
23997,brainiac_male,people,other,given,VERB,nsubjpass
24010,brainiac_male,people,other,spending,VERB,dobj
24038,brainiac_male,people,other,play,VERB,dobj
24049,brainiac_male,people,other,had,VERB,dobj
24072,brainiac_male,mother,women,impress,VERB,dobj
24133,brainiac_male,you,other,be,VERB,nsubj
24137,brainiac_male,you,other,want,VERB,nsubj
24152,brainiac_male,guy,men,kindest,ADJ,amod
24191,brainiac_male,kid,other,little,ADJ,amod
24215,brainiac_male,you,other,seen,VERB,nsubj
24265,brainiac_male,you,other,get,VERB,nsubj
24272,brainiac_male,you,other,missing,VERB,nsubj
24366,brainiac_male,students,other,telling,VERB,dobj
24376,brainiac_male,teacher,other,does,VERB,nsubj
24441,brainiac_male,teams,other,led,VERB,amod
24504,brainiac_male,people,other,want,VERB,nsubj
24517,brainiac_male,someone,other,wants,VERB,nsubj
24525,brainiac_male,person,other,goes,VERB,nsubj
24547,brainiac_male,guy,men,bad,ADJ,amod
24554,brainiac_male,guy,men,bad,ADJ,amod
24563,brainiac_male,guys,men,bad,ADJ,amod
24595,brainiac_male,guys,men,bad,ADJ,amod
24677,brainiac_male,people,other,mistake,VERB,nsubj
24702,brainiac_male,they,other,think,VERB,nsubj
24762,brainiac_male,writer,other,amazing,ADJ,amod
24779,brainiac_male,people,other,many,ADJ,amod
24780,brainiac_male,people,other,say,VERB,nsubj
24793,brainiac_male,writer,other,good,ADJ,amod
24797,brainiac_male,writer,other,great,ADJ,amod
24866,brainiac_male,men,men,young,ADJ,amod
24867,brainiac_male,men,men,ileged,VERB,dobj
24891,brainiac_male,family,other,entire,ADJ,amod
24892,brainiac_male,family,other,lost,VERB,dobj
24906,brainiac_male,father,men,get,VERB,nsubj
25071,brainiac_male,believer,other,big,ADJ,amod
25154,brainiac_male,driver,other,great,ADJ,amod
25161,brainiac_male,driver,other,great,ADJ,amod
25194,brainiac_male,driver,other,won,VERB,nsubj
25213,brainiac_male,they,other,know,VERB,nsubj
25215,brainiac_male,they,other,'s,VERB,nsubj
25223,brainiac_male,you,other,tell,VERB,dobj
25261,brainiac_male,you,other,change,VERB,nsubj
25275,brainiac_male,they,other,decided,VERB,nsubj
25308,brainiac_male,sister,women,loves,VERB,dobj
25350,brainiac_male,they,other,die,VERB,nsubj
25409,brainiac_male,you,other,seen,VERB,nsubj
25440,brainiac_male,they,other,feeling,VERB,nsubj
25467,brainiac_male,person,other,brilliant,ADJ,amod
25480,brainiac_male,friend,other,good,ADJ,amod
25481,brainiac_male,friend,other,has,VERB,dobj
25492,brainiac_male,lives,other,save,VERB,dobj
25539,brainiac_male,people,other,cry,VERB,nsubj
25551,brainiac_male,characters,other,watching,VERB,dobj
25558,brainiac_male,character,other,favorite,ADJ,amod
25559,brainiac_male,character,other,being,VERB,nsubj
25570,brainiac_male,they,other,fit,VERB,nsubj
25574,brainiac_male,character,other,fit,VERB,dobj
25602,brainiac_male,people,other,cry,VERB,nsubj
25624,brainiac_male,you,other,told,VERB,dobj
25627,brainiac_male,you,other,hate,VERB,nsubj
25715,brainiac_male,guys,men,are,VERB,nsubj
25726,brainiac_male,guys,men,talk,VERB,nsubj
25731,brainiac_male,guys,men,learned,VERB,nsubj
25743,brainiac_male,you,other,get,VERB,nsubj
25754,brainiac_male,you,other,have,VERB,nsubj
25780,brainiac_male,you,other,don,VERB,nsubj
25805,brainiac_male,life,other,miserable,ADJ,nsubj
25819,brainiac_male,they,other,let,VERB,nsubj
25843,brainiac_male,life,other,miserable,ADJ,nsubj
25876,brainiac_male,you,other,accept,VERB,nsubj
25879,brainiac_male,you,other,taught,VERB,nsubjpass
26019,brainiac_male,they,other,accept,VERB,nsubj
26050,brainiac_male,students,other,other,ADJ,amod
26121,brainiac_male,wife,women,watches,VERB,nsubj
26167,brainiac_male,man,men,born,VERB,nsubjpass
26181,brainiac_male,man,men,develop,VERB,nsubj
26230,brainiac_male,you,other,are,VERB,nsubj
26301,brainiac_male,life,other,goes,VERB,nsubj
26333,brainiac_male,guy,men,older,ADJ,amod
26334,brainiac_male,guy,men,tries,VERB,nsubj
26343,brainiac_male,guy,men,older,ADJ,amod
26344,brainiac_male,guy,men,bought,VERB,nsubj
26350,brainiac_male,guy,men,older,ADJ,amod
26357,brainiac_male,she,women,watches,VERB,nsubj
26360,brainiac_male,guy,men,older,ADJ,amod
26367,brainiac_male,she,women,watching,VERB,nsubj
26421,brainiac_male,he,men,is,VERB,nsubj
26461,brainiac_male,others,other,turn,VERB,dobj
26478,brainiac_male,son,men,meets,VERB,dobj
26483,brainiac_male,son,men,tells,VERB,dobj
26492,brainiac_male,man,men,turning,VERB,dobj
26506,brainiac_male,son,men,realizes,VERB,nsubj
26509,brainiac_male,son,men,realizes,VERB,dobj
26516,brainiac_male,son,men,starts,VERB,nsubj
26528,brainiac_male,friends,other,making,VERB,dobj
26624,brainiac_male,characters,other,different,ADJ,amod
26625,brainiac_male,characters,other,evil,ADJ,amod
26631,brainiac_male,villain,other,evil,ADJ,amod
26683,brainiac_male,someone,other,gives,VERB,nsubj
26693,brainiac_male,they,other,take,VERB,nsubj
26716,brainiac_male,they,other,go,VERB,nsubj
26737,brainiac_male,you,other,live,VERB,nsubj
26829,brainiac_male,humans,other,taken,VERB,nsubj
26885,brainiac_male,friends,other,are,VERB,nsubj
26895,brainiac_male,you,other,'re,VERB,nsubj
26901,brainiac_male,you,other,get,VERB,nsubj
26952,brainiac_male,you,other,email,VERB,nsubj
26967,brainiac_male,you,other,tweet,VERB,nsubj
27019,brainiac_male,gentleman,men,true,ADJ,amod
27126,brainiac_male,you,other,had,VERB,nsubj
27130,brainiac_male,family,other,beautiful,ADJ,amod
27131,brainiac_male,family,other,had,VERB,dobj
27133,brainiac_male,you,other,had,VERB,nsubj
27137,brainiac_male,person,other,beautiful,ADJ,amod
27138,brainiac_male,person,other,had,VERB,dobj
27142,brainiac_male,person,other,beautiful,ADJ,amod
27160,brainiac_male,subculture,other minority,paranoid,ADJ,amod
27422,brainiac_male,boy,men,give,VERB,dobj
27425,brainiac_male,parents,other,give,VERB,dobj
27429,brainiac_male,boy,men,run,VERB,nsubj
27439,brainiac_male,boy,men,thought,VERB,nsubj
27443,brainiac_male,people,other,young,ADJ,amod
27444,brainiac_male,people,other,do,VERB,nsubj
27484,brainiac_male,mother,women,like,VERB,nsubj
27498,brainiac_male,mother,women,finds,VERB,nsubj
27513,brainiac_male,mother,women,gets,VERB,dobj
27518,brainiac_male,mother,women,found,VERB,nsubj
27528,brainiac_male,husband,men,is,VERB,nsubj
27562,brainiac_male,teen,other,absorbed,VERB,amod
27590,brainiac_male,guy,men,like,VERB,dobj
27612,brainiac_male,guy,men,watch,VERB,dobj
27635,brainiac_male,life,other,normal,ADJ,amod
27730,brainiac_male,anyone,other,sees,VERB,nsubj
27815,brainiac_male,forces,other,join,VERB,dobj
27866,brainiac_male,guy,men,educated,VERB,amod
27885,brainiac_male,mother,women,had,VERB,nsubj
27914,brainiac_male,she,women,was,VERB,nsubj
28055,brainiac_male,you,other,became,VERB,nsubj
28157,brainiac_male,genius,other,brainiac,ADJ,amod
28208,brainiac_male,father,men,was,VERB,nsubj
28211,brainiac_male,man,men,bad,ADJ,amod
28216,brainiac_male,mother,women,loved,VERB,nsubj
28226,brainiac_male,father,men,makes,VERB,nsubj
28228,brainiac_male,fools,other,great,ADJ,amod
28229,brainiac_male,fools,other,makes,VERB,dobj
28269,brainiac_male,student,other,says,VERB,dobj
28334,brainiac_male,person,other,good,ADJ,amod
28341,brainiac_male,life,other,ruin,VERB,dobj
28372,brainiac_male,character,other,common,ADJ,amod
28565,brainiac_male,daughter,women,help,VERB,dobj
28578,brainiac_male,operative,other,former,ADJ,amod
28611,brainiac_male,hero,other,big,ADJ,amod
28622,brainiac_male,daughter,women,help,VERB,dobj
28632,brainiac_male,comedians,other,leading,VERB,amod
28639,brainiac_male,reporter,other,follow,VERB,dobj
28764,brainiac_male,friend,other,own,ADJ,amod
28765,brainiac_male,friend,other,personal,ADJ,amod
28766,brainiac_male,friend,other,best,ADJ,amod
28787,brainiac_male,teacher,other,famous,ADJ,amod
28813,brainiac_male,mother,women,was,VERB,nsubj
28833,brainiac_male,mother,women,protected,VERB,dobj
28900,brainiac_male,she,women,'s,VERB,nsubj
28915,brainiac_male,she,women,rejects,VERB,nsubj
28958,brainiac_male,parents,other,died,VERB,nsubj
28970,brainiac_male,life,other,is,VERB,nsubj
29015,brainiac_male,kids,other,grow,VERB,nsubj
29021,brainiac_male,kids,other,are,VERB,nsubj
29067,brainiac_male,family,other,save,VERB,dobj
29144,brainiac_male,you,other,'re,VERB,nsubj
29372,brainiac_male,lawyer,other,added,VERB,nsubj
29413,brainiac_male,policeman,men,retired,VERB,amod
29414,brainiac_male,policeman,men,used,VERB,nsubj
29420,brainiac_male,people,other,missing,VERB,dobj
29480,brainiac_male,you,other,using,VERB,nsubj
29490,brainiac_male,you,other,paid,VERB,nsubjpass
29496,brainiac_male,you,other,feel,VERB,nsubj
29503,brainiac_male,you,other,stop,VERB,nsubj
29521,brainiac_male,scientist,other,great,ADJ,amod
29532,brainiac_male,people,other,deal,VERB,nsubj
29549,brainiac_male,man,men,read,VERB,nsubj
29569,brainiac_male,life,other,is,VERB,nsubj
29596,brainiac_male,them,other,be,VERB,nsubj
29664,brainiac_male,strategist,other,great,ADJ,amod
29745,brainiac_male,you,other,help,VERB,dobj
29749,brainiac_male,you,other,keep,VERB,dobj
29759,brainiac_male,person,other,great,ADJ,amod
29821,brainiac_male,english,white,speak,VERB,dobj
29856,brainiac_male,traitor,other,political,ADJ,amod
29921,brainiac_male,group,other,given,VERB,nsubjpass
29938,brainiac_male,humans,other,started,VERB,nsubj
29950,brainiac_male,they,other,die,VERB,nsubj
29970,brainiac_male,life,other,is,VERB,nsubj
29980,brainiac_male,friends,other,is,VERB,nsubj
30048,brainiac_male,you,other,need,VERB,nsubj
30055,brainiac_male,thinker,other,natural,ADJ,amod
30057,brainiac_male,thinker,other,logical,ADJ,amod
30081,brainiac_male,lives,other,going,VERB,dobj
30090,brainiac_male,genius,other,try,VERB,nsubj
30093,brainiac_male,genius,other,other,ADJ,amod
30176,brainiac_male,citizens,other,fellow,ADJ,amod
30177,brainiac_male,citizens,other,protect,VERB,dobj
10,brilliant_female,humanity,other,lacks,VERB,dobj
27,brilliant_female,character,other,interesting,ADJ,amod
163,brilliant_female,life,other,needs,VERB,nsubj
308,brilliant_female,you,other,expecting,VERB,nsubj
339,brilliant_female,person,other,likable,ADJ,amod
